,id,datetime,visitor_id,device_type,revenue,tax
2383,2384,2019-09-24 00:00:00,31778977099388,3,292.39402637602126,0.07
2384,2385,2019-09-17 00:00:00,19839727850633,2,294.9673098631634,0.07
2385,2386,2019-09-24 00:00:00,78271865246467,1,598.8125838921919,0.07
2386,2387,2019-09-05 00:00:00,39622892606535,2,203.69983819526365,0.19
2387,2388,2019-10-14 00:00:00,70357914738659,1,798.2930644447076,0.19
2388,2389,2019-09-25 00:00:00,32464450806224,3,483.8813202338466,0.07
2389,2390,2019-10-12 00:00:00,80930259749058,3,755.806301944211,0.07
2390,2391,2019-10-15 00:00:00,66391354743307,1,500.15427512314807,0.07
2391,2392,2019-08-08 00:00:00,36976646165431,1,102.40053874326505,0.19
2392,2393,2019-09-27 00:00:00,79478193593966,1,202.93041603416515,0.07
2393,2394,2019-10-29 00:00:00,18658299470660,2,785.6852854746941,0.07
2394,2395,2019-10-25 00:00:00,3721174528059,1,283.7358084132719,0.07
2395,2396,2019-10-27 00:00:00,10536662636279,4,167.85739891875122,0.07
2396,2397,2019-09-08 00:00:00,93983841776230,3,149.65850417193235,0.19
2397,2398,2019-09-23 00:00:00,27738078979079,3,362.16241804572076,0.19
2398,2399,2019-09-08 00:00:00,34681239391159,1,555.652670299319,0.19
2399,2400,2019-09-23 00:00:00,35798061902067,1,630.5102713030374,0.19
2400,2401,2019-09-19 00:00:00,47388212429098,1,67.47063369916278,0.19
2401,2402,2019-09-21 00:00:00,19839727850633,1,841.729743222268,0.19
2402,2403,2019-11-02 00:00:00,17747133849543,3,869.25580590345,0.07
2403,2404,2019-10-05 00:00:00,51010150715079,1,186.88341041455698,0.19
2404,2405,2019-10-18 00:00:00,80597812632560,3,252.87028125601054,0.07
2405,2406,2019-09-18 00:00:00,33557759507202,2,136.13254525379128,0.07
2406,2407,2019-10-24 00:00:00,10409346279482,4,734.4992041001673,0.19
2407,2408,2019-10-15 00:00:00,47447038460279,1,704.1087300021981,0.19
2408,2409,2019-10-11 00:00:00,16943097809537,3,317.0840788915237,0.19
2409,2410,2019-09-17 00:00:00,58289270550674,3,28.084850840962876,0.19
2410,2411,2019-10-01 00:00:00,17919983189919,2,222.9885518810282,0.19
2411,2412,2019-10-12 00:00:00,88151338068219,2,424.94510435843046,0.07
2412,2413,2019-09-24 00:00:00,75384348881430,4,390.9967408026046,0.07
2413,2414,2019-10-26 00:00:00,28784829326194,2,322.239896192741,0.19
2414,2415,2019-09-29 00:00:00,29209186191956,2,434.27759830900055,0.07
2415,2416,2019-11-01 00:00:00,81936942224505,3,515.7003390310367,0.19
2416,2417,2019-11-01 00:00:00,58205745314812,1,582.9680048745051,0.07
2417,2418,2019-09-03 00:00:00,52045782368581,1,283.36896530470096,0.19
2418,2419,2019-09-19 00:00:00,75753926660403,4,110.38565089330514,0.19
2419,2420,2019-08-18 00:00:00,37532206428843,4,590.8544593367318,0.07
2420,2421,2019-10-23 00:00:00,41339670015296,2,484.542965964877,0.07
2421,2422,2019-08-23 00:00:00,52881242536841,2,860.8740658173613,0.07
2422,2423,2019-09-12 00:00:00,19009956915812,2,551.6845635647783,0.07
2423,2424,2019-10-31 00:00:00,61221808991571,1,142.2449896045509,0.19
2424,2425,2019-08-30 00:00:00,83351442526171,2,314.9347089196716,0.19
2425,2426,2019-08-07 00:00:00,51631819212575,2,655.234101622123,0.19
2426,2427,2019-10-05 00:00:00,39112000869432,3,209.18128767980897,0.19
2427,2428,2019-10-26 00:00:00,92972902674238,3,148.63847028551785,0.07
2428,2429,2019-09-17 00:00:00,65438226566028,2,10.789481515731307,0.07
2429,2430,2019-09-27 00:00:00,62554848001863,1,747.814142063671,0.19
2430,2431,2019-09-04 00:00:00,5319379599401,4,810.0765570177562,0.07
2431,2432,2019-10-10 00:00:00,93249263357638,4,607.3659192892961,0.19
2432,2433,2019-09-05 00:00:00,1427510970926,2,850.6314435595257,0.07
2433,2434,2019-10-03 00:00:00,62531584827560,2,825.648788803046,0.07
2434,2435,2019-09-29 00:00:00,59141321307006,4,657.3374114391519,0.07
2435,2436,2019-09-04 00:00:00,91616755072740,2,463.0164514961327,0.07
2436,2437,2019-11-02 00:00:00,99813917235126,2,335.6656847361518,0.07
2437,2438,2019-08-08 00:00:00,70552991222270,2,315.8989983032164,0.19
2438,2439,2019-10-21 00:00:00,38997225357496,3,264.4094135516142,0.07
2439,2440,2019-09-25 00:00:00,11579339919848,2,2.22414703413169,0.19
2440,2441,2019-10-16 00:00:00,83499180091055,3,33.026960187664095,0.19
2441,2442,2019-11-01 00:00:00,97715002911935,2,777.1123123650663,0.07
2442,2443,2019-10-16 00:00:00,7724480199919,2,861.2504738351828,0.19
2443,2444,2019-10-28 00:00:00,94296338819763,4,702.8768714956824,0.07
2444,2445,2019-09-01 00:00:00,4833573434984,3,212.02353655461113,0.07
2445,2446,2019-08-28 00:00:00,80065136783836,1,820.3376911252228,0.07
2446,2447,2019-09-16 00:00:00,38203025902429,3,215.3257785299966,0.19
2447,2448,2019-08-28 00:00:00,41339670015296,2,326.65561303102345,0.19
2448,2449,2019-09-10 00:00:00,87083046702822,2,193.60447584114655,0.07
2449,2450,2019-09-15 00:00:00,49636997555825,4,25.68299450021423,0.07
2450,2451,2019-10-04 00:00:00,68159262080081,2,392.75879402137133,0.07
2451,2452,2019-08-12 00:00:00,78278059316274,2,656.0302424511277,0.19
2452,2453,2019-10-18 00:00:00,32021910868783,3,243.19478713962465,0.19
2453,2454,2019-08-24 00:00:00,60124480562673,4,897.7689025212852,0.07
2454,2455,2019-10-11 00:00:00,88085190891111,1,431.22367767885646,0.07
2455,2456,2019-09-13 00:00:00,26582231758997,1,550.057696547159,0.07
2456,2457,2019-10-29 00:00:00,13724960499393,4,675.5394949366304,0.07
2457,2458,2019-09-08 00:00:00,85880882078268,2,499.6966029150999,0.07
2458,2459,2019-10-21 00:00:00,84503339209865,2,774.9502570205112,0.07
2459,2460,2019-09-23 00:00:00,53111965022274,1,217.99117145144245,0.19
2460,2461,2019-10-31 00:00:00,73996754576326,1,631.3629357176255,0.19
2461,2462,2019-09-13 00:00:00,6334503083143,4,459.66985817650703,0.19
2462,2463,2019-09-24 00:00:00,43001110751547,3,806.7233018223843,0.19
2463,2464,2019-08-20 00:00:00,14413385806140,2,80.01891154680142,0.07
2464,2465,2019-10-07 00:00:00,13288310009225,1,556.5850936796106,0.19
2465,2466,2019-09-28 00:00:00,99197466491441,2,307.16533647860183,0.19
2466,2467,2019-10-23 00:00:00,98148474364821,2,204.67279886780156,0.07
2467,2468,2019-08-17 00:00:00,29301582259647,3,806.5877332488502,0.07
2468,2469,2019-10-16 00:00:00,26617777373340,4,781.4239495380168,0.07
2469,2470,2019-09-18 00:00:00,12614019968815,3,321.8008686869958,0.07
2470,2471,2019-09-02 00:00:00,73914310007632,2,227.9075871763916,0.07
2471,2472,2019-08-19 00:00:00,96051679029213,1,735.3478369647984,0.07
2472,2473,2019-08-25 00:00:00,45763777672325,2,636.4812772306725,0.19
2473,2474,2019-10-10 00:00:00,93308468475846,3,807.4276048856715,0.19
2474,2475,2019-10-02 00:00:00,79097816067062,4,43.82177172174834,0.19
2475,2476,2019-09-21 00:00:00,68869148058410,1,541.9882555488512,0.07
2476,2477,2019-09-03 00:00:00,18694081030736,3,415.38657973869834,0.07
2477,2478,2019-08-31 00:00:00,30242889444581,2,464.050727881326,0.07
2478,2479,2019-10-23 00:00:00,7550574278732,2,675.9308744200765,0.07
2479,2480,2019-09-07 00:00:00,60412089374438,4,676.863136600497,0.07
2480,2481,2019-10-21 00:00:00,15711354160102,3,778.3847203741781,0.07
2481,2482,2019-08-20 00:00:00,6656495868477,3,504.80936498919067,0.07
2482,2483,2019-09-06 00:00:00,67479173296272,3,754.9243883405751,0.07
2483,2484,2019-10-28 00:00:00,36242126511552,3,52.72726423964704,0.07
2484,2485,2019-09-01 00:00:00,50858910942896,4,302.85351150361765,0.19
2485,2486,2019-08-14 00:00:00,69512920708889,3,281.95069228355385,0.19
2486,2487,2019-08-15 00:00:00,46626363688036,4,307.7716522051587,0.07
2487,2488,2019-08-16 00:00:00,54296747366801,2,839.5002100052653,0.19
2488,2489,2019-10-03 00:00:00,86913231429000,1,185.87220725230213,0.19
2489,2490,2019-09-17 00:00:00,15855752199604,3,562.7442080068301,0.07
2490,2491,2019-09-08 00:00:00,41322268145559,3,806.2058266294572,0.07
2491,2492,2019-10-01 00:00:00,19476696528322,3,296.7053554524729,0.07
2492,2493,2019-09-20 00:00:00,26494013556590,1,774.3652570424707,0.07
2493,2494,2019-09-10 00:00:00,57125639789610,3,347.26444385059324,0.19
2494,2495,2019-10-13 00:00:00,28538545825284,1,82.94562060704527,0.07
2495,2496,2019-09-02 00:00:00,16798845272488,3,230.134159953391,0.19
2496,2497,2019-09-16 00:00:00,2887429327137,4,681.2756185282301,0.19
2497,2498,2019-09-13 00:00:00,63759226206117,2,55.06986886438789,0.19
2498,2499,2019-10-07 00:00:00,49453096598149,3,429.72031446042655,0.07
2499,2500,2019-09-13 00:00:00,11629183199671,2,731.4315886046669,0.07
2500,2501,2019-11-02 00:00:00,42823892680953,2,675.9413948575491,0.07
2501,2502,2019-10-20 00:00:00,49764999603967,3,694.2793097881665,0.19
2502,2503,2019-08-27 00:00:00,51611116041980,2,391.1809246212958,0.07
2503,2504,2019-11-03 00:00:00,3899243052080,1,693.4956776168268,0.19
2504,2505,2019-09-17 00:00:00,62990464407477,2,656.0909255313364,0.19
2505,2506,2019-08-08 00:00:00,37168875120641,3,314.86123956940565,0.19
2506,2507,2019-10-22 00:00:00,92086202424649,4,325.74998946746246,0.19
2507,2508,2019-10-31 00:00:00,74912374801029,4,368.8154722299131,0.19
2508,2509,2019-08-26 00:00:00,97840449555052,3,224.90451152831665,0.19
2509,2510,2019-08-22 00:00:00,24190670412411,4,580.8884822302276,0.07
2510,2511,2019-08-09 00:00:00,89900048067968,1,516.0241722281195,0.07
2511,2512,2019-08-31 00:00:00,32766694536511,3,484.40677258081996,0.07
2512,2513,2019-10-08 00:00:00,75381359518300,3,440.0832661585018,0.07
2513,2514,2019-08-27 00:00:00,38984898671458,4,315.6009594472164,0.07
2514,2515,2019-10-20 00:00:00,44000434837335,4,132.25733814516434,0.19
2515,2516,2019-10-31 00:00:00,62460955269333,2,780.5417813441856,0.19
2516,2517,2019-10-12 00:00:00,66858466186753,4,773.8586804244583,0.19
2517,2518,2019-10-06 00:00:00,73306858973570,3,283.2967826186962,0.19
2518,2519,2019-09-29 00:00:00,36242126511552,1,29.365782475036998,0.19
2519,2520,2019-09-19 00:00:00,49828760393621,4,303.322756643264,0.07
2520,2521,2019-09-23 00:00:00,32682384648417,2,462.89374318481595,0.19
2521,2522,2019-09-10 00:00:00,70545844579682,3,506.39813035446434,0.19
2522,2523,2019-09-09 00:00:00,58351822898400,1,611.0689738445186,0.19
2523,2524,2019-08-13 00:00:00,59867645997791,2,695.17942513722,0.19
2524,2525,2019-09-20 00:00:00,31778977099388,1,730.143774452348,0.19
2525,2526,2019-08-16 00:00:00,76994179360954,1,415.1623575238316,0.19
2526,2527,2019-11-02 00:00:00,76063904411628,2,30.014830211620524,0.07
2527,2528,2019-09-08 00:00:00,72300317870324,4,518.1784611538701,0.07
2528,2529,2019-09-02 00:00:00,5544377703105,3,807.2726083520593,0.07
2529,2530,2019-09-04 00:00:00,38203025902429,3,144.02767174661162,0.07
2530,2531,2019-09-02 00:00:00,24718422700577,2,770.7632612677668,0.07
2531,2532,2019-09-23 00:00:00,48096017964589,1,566.3079860289429,0.19
2532,2533,2019-09-26 00:00:00,72425355511674,4,844.7234384539288,0.07
2533,2534,2019-10-19 00:00:00,50956505274788,1,858.1162919089794,0.19
2534,2535,2019-09-14 00:00:00,95981850810696,1,676.215391499883,0.07
2535,2536,2019-08-22 00:00:00,71264481124073,3,236.2182796949824,0.07
2536,2537,2019-10-20 00:00:00,51939487647767,2,385.8996686417844,0.07
2537,2538,2019-10-26 00:00:00,25793115747188,4,603.747929504811,0.07
2538,2539,2019-10-07 00:00:00,26571975529069,2,778.7402381476638,0.19
2539,2540,2019-09-14 00:00:00,58205745314812,1,312.1058039563055,0.19
2540,2541,2019-08-22 00:00:00,16788677621254,4,242.88821013185466,0.19
2541,2542,2019-09-29 00:00:00,36716639140852,1,31.733460790032055,0.07
2542,2543,2019-08-29 00:00:00,38172152134768,3,436.97796153301505,0.07
2543,2544,2019-10-15 00:00:00,22341818057053,4,615.6681808904566,0.07
2544,2545,2019-10-31 00:00:00,33013263296103,3,312.38860951561537,0.19
2545,2546,2019-10-22 00:00:00,32818206704008,2,322.04497897294635,0.07
2546,2547,2019-10-24 00:00:00,7597272709777,3,427.38570771012667,0.07
2547,2548,2019-08-27 00:00:00,34344597990267,4,796.8638488352713,0.19
2548,2549,2019-10-24 00:00:00,6862745063601,3,842.0921861629566,0.19
2549,2550,2019-08-20 00:00:00,72484446750393,4,887.872520907882,0.07
2550,2551,2019-10-14 00:00:00,73529035281356,1,457.94403895085975,0.07
2551,2552,2019-08-29 00:00:00,6397692115309,4,635.2508234825319,0.07
2552,2553,2019-10-06 00:00:00,10192126022043,4,737.3763689456645,0.07
2553,2554,2019-10-31 00:00:00,53634703482807,1,312.11782086269,0.07
2554,2555,2019-10-12 00:00:00,15666978483549,3,655.2789623734818,0.19
2555,2556,2019-08-27 00:00:00,14125283964321,4,473.1160255739676,0.07
2556,2557,2019-08-18 00:00:00,92298902516408,1,213.2939427256412,0.19
2557,2558,2019-10-03 00:00:00,88019946517665,3,348.11485770365607,0.19
2558,2559,2019-08-27 00:00:00,20088312992553,3,376.4452659546221,0.07
2559,2560,2019-10-12 00:00:00,91674159157870,1,232.20867361402216,0.19
2560,2561,2019-10-27 00:00:00,4884665682732,4,47.85503387080474,0.07
2561,2562,2019-08-28 00:00:00,48350591974662,1,62.46946128442899,0.19
2562,2563,2019-09-05 00:00:00,12019400447465,4,360.00573739344253,0.19
2563,2564,2019-10-24 00:00:00,1866877376386,4,512.7165796734378,0.07
2564,2565,2019-09-13 00:00:00,1481230421156,2,597.7930830580584,0.07
2565,2566,2019-09-11 00:00:00,33080365532719,2,342.2734072455146,0.19
2566,2567,2019-09-29 00:00:00,48626496312816,1,696.8547290291638,0.19
2567,2568,2019-10-16 00:00:00,32888030500954,3,32.04882295426023,0.19
2568,2569,2019-10-09 00:00:00,58394180317408,4,210.9995353608738,0.07
2569,2570,2019-09-27 00:00:00,19261762256933,4,468.7131783896899,0.19
2570,2571,2019-08-12 00:00:00,82589569452048,3,191.623980696258,0.07
2571,2572,2019-10-06 00:00:00,73774552595496,3,626.7357232139842,0.19
2572,2573,2019-10-31 00:00:00,42370033082371,4,226.33431017689867,0.19
2573,2574,2019-09-29 00:00:00,85465832881727,4,540.3462108057083,0.19
2574,2575,2019-08-28 00:00:00,9717736031844,3,740.6893846214952,0.19
2575,2576,2019-11-02 00:00:00,76419357425301,3,155.25416504777778,0.07
2576,2577,2019-08-27 00:00:00,93606108169522,4,157.94235138841444,0.19
2577,2578,2019-10-05 00:00:00,20579092094097,1,387.5100199600817,0.19
2578,2579,2019-10-17 00:00:00,25833905404805,2,585.4762958311513,0.07
2579,2580,2019-08-27 00:00:00,51164547661861,3,516.902105006288,0.07
2580,2581,2019-09-29 00:00:00,92484551102934,4,174.57216673240225,0.07
2581,2582,2019-09-26 00:00:00,14177218518074,1,102.72755972243513,0.07
2582,2583,2019-09-29 00:00:00,45077068249049,4,128.57795180224548,0.19
2583,2584,2019-10-18 00:00:00,77197282998003,1,431.6161538114346,0.07
2584,2585,2019-09-08 00:00:00,55170699009795,4,15.072837902445048,0.07
2585,2586,2019-10-17 00:00:00,36952957476434,2,90.15467639847041,0.19
2586,2587,2019-09-16 00:00:00,64315693991180,4,715.8464252694255,0.07
2587,2588,2019-09-18 00:00:00,95512356868005,1,634.2199221204976,0.19
2588,2589,2019-10-18 00:00:00,82023168267447,2,328.66635216155623,0.19
2589,2590,2019-10-31 00:00:00,64259367524858,4,342.0637116853062,0.07
2590,2591,2019-10-12 00:00:00,79231263258978,2,670.1067145475174,0.07
2591,2592,2019-08-07 00:00:00,73413812327691,2,884.2739035079106,0.19
2592,2593,2019-10-19 00:00:00,17663569829325,1,348.03142415421917,0.07
2593,2594,2019-08-14 00:00:00,11267151333327,2,289.00377184933814,0.07
2594,2595,2019-09-20 00:00:00,86870225067358,3,666.9406673397236,0.19
2595,2596,2019-09-10 00:00:00,91521148919668,4,323.21217565119895,0.07
2596,2597,2019-09-06 00:00:00,39091298737135,2,688.1697944889195,0.19
2597,2598,2019-09-02 00:00:00,6427415785969,4,797.3044879780197,0.07
2598,2599,2019-09-04 00:00:00,68127043457376,2,542.4545377200498,0.19
2599,2600,2019-09-26 00:00:00,65748385587910,1,65.47733943263094,0.19
2600,2601,2019-08-14 00:00:00,21433967516584,1,587.3822625327977,0.19
2601,2602,2019-10-04 00:00:00,55116551296116,1,385.5937461020111,0.07
2602,2603,2019-08-13 00:00:00,15711354160102,4,513.0792653546118,0.19
2603,2604,2019-08-27 00:00:00,75944333670093,3,425.231237307363,0.19
2604,2605,2019-10-23 00:00:00,84417280340162,1,191.44943146603003,0.07
2605,2606,2019-10-22 00:00:00,92096667149195,2,452.4825332762175,0.19
2606,2607,2019-10-29 00:00:00,48268961484459,3,254.30066595452664,0.07
2607,2608,2019-09-21 00:00:00,10316799216991,3,515.6439292002142,0.07
2608,2609,2019-10-20 00:00:00,42673434908598,3,876.6254819280958,0.19
2609,2610,2019-10-27 00:00:00,91130960139294,4,115.74862989720715,0.19
2610,2611,2019-09-06 00:00:00,53380026029283,4,599.951388317575,0.07
2611,2612,2019-11-04 00:00:00,44656592344668,3,79.82211810936226,0.19
2612,2613,2019-11-04 00:00:00,82210750238378,3,490.829047157341,0.07
2613,2614,2019-10-26 00:00:00,82319337862481,2,196.59976328784444,0.19
2614,2615,2019-09-04 00:00:00,16211364369433,4,829.7110852784683,0.07
2615,2616,2019-08-30 00:00:00,93804223495935,2,54.23769616034116,0.19
2616,2617,2019-08-22 00:00:00,27725421366819,1,109.64374820888754,0.19
2617,2618,2019-11-04 00:00:00,1882852545460,4,466.59034871242795,0.07
2618,2619,2019-10-07 00:00:00,37252412149199,4,232.03996552801303,0.07
2619,2620,2019-11-02 00:00:00,84593715992745,4,232.58725413037556,0.19
2620,2621,2019-09-20 00:00:00,3532092051457,4,401.0559364768474,0.07
2621,2622,2019-10-14 00:00:00,15073471221766,3,420.2141884668473,0.07
2622,2623,2019-10-10 00:00:00,21101630226015,2,195.25483563172247,0.07
2623,2624,2019-09-22 00:00:00,89611622321560,3,42.13606358223816,0.19
2624,2625,2019-08-11 00:00:00,82767192426344,4,422.88566902437253,0.07
2625,2626,2019-08-25 00:00:00,2666045211699,4,637.1033487713207,0.19
2626,2627,2019-09-17 00:00:00,25606605491398,3,567.0773835806059,0.07
2627,2628,2019-10-26 00:00:00,60225274143023,4,58.51082246031426,0.07
2628,2629,2019-10-04 00:00:00,2850548977480,1,330.15531517774195,0.07
2629,2630,2019-09-27 00:00:00,97918556949769,2,518.93663684189,0.07
2630,2631,2019-09-09 00:00:00,75080947162272,4,435.8734554289443,0.19
2631,2632,2019-10-30 00:00:00,34499664815688,4,615.789607113274,0.07
2632,2633,2019-11-04 00:00:00,47093250236633,4,612.1995569996634,0.19
2633,2634,2019-09-08 00:00:00,63263969223132,4,531.1044659818136,0.07
2634,2635,2019-08-17 00:00:00,44543446389570,3,780.8681781682012,0.07
2635,2636,2019-09-02 00:00:00,35912709990422,3,118.66520920344247,0.19
2636,2637,2019-09-16 00:00:00,70067486494544,4,186.88545795672954,0.07
2637,2638,2019-08-14 00:00:00,9819002212039,4,543.8967918093517,0.07
2638,2639,2019-09-17 00:00:00,75485172486750,4,250.27974285493636,0.07
2639,2640,2019-08-27 00:00:00,39790112488556,1,352.6278358048808,0.19
2640,2641,2019-10-12 00:00:00,68127043457376,3,25.464861141498215,0.19
2641,2642,2019-09-20 00:00:00,75440997398955,4,799.9911030263007,0.07
2642,2643,2019-08-12 00:00:00,66398409243,3,672.4473248206476,0.07
2643,2644,2019-10-18 00:00:00,17162439744065,1,799.4249710865669,0.07
2644,2645,2019-11-04 00:00:00,35845385112622,4,229.15686246186937,0.07
2645,2646,2019-10-25 00:00:00,20627283282981,2,190.78410933005094,0.19
2646,2647,2019-09-14 00:00:00,4457599907578,4,577.7721512718819,0.07
2647,2648,2019-08-26 00:00:00,73358493495996,4,843.7347703439326,0.07
2648,2649,2019-10-31 00:00:00,74797193934497,4,484.6882732807019,0.19
2649,2650,2019-11-02 00:00:00,9558749518386,2,273.961556340832,0.07
2650,2651,2019-10-13 00:00:00,4534983835701,2,86.58178232772548,0.07
2651,2652,2019-10-29 00:00:00,32089272616900,3,38.508312914284176,0.19
2652,2653,2019-09-27 00:00:00,35054274309477,1,566.6763099134947,0.19
2653,2654,2019-09-25 00:00:00,65534091035435,2,241.57860913050993,0.07
2654,2655,2019-08-24 00:00:00,94704918991023,1,224.378817573011,0.07
2655,2656,2019-09-01 00:00:00,95863035301994,4,16.163198845309125,0.19
2656,2657,2019-08-30 00:00:00,71133947892157,1,650.4759958933774,0.07
2657,2658,2019-08-13 00:00:00,39651251543640,4,268.0717398824891,0.07
2658,2659,2019-10-31 00:00:00,79713619080279,1,215.71692639821853,0.19
2659,2660,2019-08-20 00:00:00,44067437540285,3,706.1915030803609,0.19
2660,2661,2019-10-13 00:00:00,5034954133775,2,527.2130592853165,0.19
2661,2662,2019-09-24 00:00:00,81668718166321,4,532.8597969274812,0.19
2662,2663,2019-08-22 00:00:00,22839099950869,1,541.0547741220565,0.19
2663,2664,2019-08-22 00:00:00,18647524224629,3,38.28528043206611,0.19
2664,2665,2019-09-01 00:00:00,30708123953928,1,474.8918493456051,0.19
2665,2666,2019-08-24 00:00:00,29338400618673,4,853.6830771992358,0.07
2666,2667,2019-10-15 00:00:00,42257446595667,3,75.86045314789291,0.19
2667,2668,2019-08-22 00:00:00,91943993716868,3,180.2432277503366,0.19
2668,2669,2019-10-23 00:00:00,15281125229483,1,541.9556830558316,0.07
2669,2670,2019-08-14 00:00:00,52557761494817,4,382.4510536703471,0.19
2670,2671,2019-09-17 00:00:00,74797193934497,3,518.7903368914041,0.07
2671,2672,2019-09-16 00:00:00,27680951148851,1,899.8252956355965,0.07
2672,2673,2019-10-22 00:00:00,55078993989366,2,892.9039905733408,0.19
2673,2674,2019-10-06 00:00:00,56904359685182,4,193.4783684040694,0.07
2674,2675,2019-09-20 00:00:00,76847494021452,4,163.05510706991797,0.19
2675,2676,2019-08-26 00:00:00,68426833880194,2,842.2642930042214,0.19
2676,2677,2019-10-22 00:00:00,65623957705072,4,549.1879253687863,0.19
2677,2678,2019-09-21 00:00:00,18382561128773,3,321.15709104494806,0.19
2678,2679,2019-10-04 00:00:00,28512739587953,1,442.25382782444393,0.19
2679,2680,2019-10-17 00:00:00,91130960139294,3,63.61958953995768,0.07
2680,2681,2019-09-30 00:00:00,34548230345629,1,373.0083597058351,0.07
2681,2682,2019-09-10 00:00:00,38874137638618,4,587.651495172531,0.07
2682,2683,2019-09-16 00:00:00,76956575269751,4,587.1418621386982,0.19
2683,2684,2019-09-13 00:00:00,68400291707473,4,798.1900976204191,0.07
2684,2685,2019-10-08 00:00:00,55996679031426,4,764.7729160119455,0.07
2685,2686,2019-10-22 00:00:00,12832092260284,3,501.7501066142226,0.07
2686,2687,2019-09-16 00:00:00,66790887106543,2,531.1988361242572,0.19
2687,2688,2019-09-23 00:00:00,38960082342393,1,283.0261198238952,0.07
2688,2689,2019-09-05 00:00:00,48624903557277,2,272.8041886075158,0.19
2689,2690,2019-08-28 00:00:00,39809966061483,2,420.14999415010703,0.19
2690,2691,2019-10-31 00:00:00,66298721518627,2,134.2935989235454,0.19
2691,2692,2019-09-16 00:00:00,44865198340793,1,760.6239417240008,0.19
2692,2693,2019-09-18 00:00:00,55116551296116,1,834.1956872138039,0.19
2693,2694,2019-09-22 00:00:00,67974238077369,1,188.68005455685625,0.19
2694,2695,2019-11-02 00:00:00,27989760599775,3,880.1139812228486,0.19
2695,2696,2019-08-18 00:00:00,59057641368068,2,16.21225520593786,0.19
2696,2697,2019-09-23 00:00:00,48486074384034,3,733.9566280090063,0.07
2697,2698,2019-08-07 00:00:00,73659310861748,4,807.5597470215223,0.07
2698,2699,2019-08-13 00:00:00,26582231758997,3,543.6482268983938,0.19
2699,2700,2019-09-06 00:00:00,345100831026,3,401.9438876944889,0.07
2700,2701,2019-08-11 00:00:00,41768169507105,1,300.15095523547393,0.07
2701,2702,2019-09-09 00:00:00,23361045605498,3,223.02563519218253,0.07
2702,2703,2019-10-06 00:00:00,62698730665045,3,129.73436082522483,0.07
2703,2704,2019-10-10 00:00:00,11869588401311,3,21.244030558656284,0.19
2704,2705,2019-10-14 00:00:00,92135875173920,3,767.8215906280644,0.07
2705,2706,2019-11-01 00:00:00,90765096333427,3,654.752228332259,0.19
2706,2707,2019-10-01 00:00:00,28126065143499,2,191.99754998747522,0.19
2707,2708,2019-10-31 00:00:00,59748108125560,2,462.60326324912427,0.07
2708,2709,2019-10-19 00:00:00,1509015363444,3,562.5769454888713,0.19
2709,2710,2019-08-14 00:00:00,2144985475998,2,812.6683894117674,0.07
2710,2711,2019-08-24 00:00:00,20504485868701,3,337.5067132111243,0.07
2711,2712,2019-08-17 00:00:00,9717736031844,1,413.3967983848555,0.19
2712,2713,2019-10-16 00:00:00,86373249798687,4,377.83205922846497,0.19
2713,2714,2019-08-08 00:00:00,77463199169939,1,822.0611047787734,0.07
2714,2715,2019-08-12 00:00:00,50853764039696,3,8.473597553740095,0.07
2715,2716,2019-08-23 00:00:00,30447638465211,4,386.8739493320849,0.19
2716,2717,2019-08-07 00:00:00,66493906025687,1,851.8557382103673,0.07
2717,2718,2019-09-29 00:00:00,56387322458527,3,672.2890374531527,0.19
2718,2719,2019-10-19 00:00:00,35827543999054,3,262.1105713704909,0.19
2719,2720,2019-10-21 00:00:00,48673645726648,3,367.95416810737845,0.19
2720,2721,2019-08-21 00:00:00,33237280896177,2,521.5770931627633,0.19
2721,2722,2019-10-23 00:00:00,58154010249495,2,732.5345694594138,0.19
2722,2723,2019-10-25 00:00:00,64652312328359,4,241.8763677103807,0.19
2723,2724,2019-09-06 00:00:00,3265544815268,4,152.6277120030793,0.07
2724,2725,2019-10-13 00:00:00,14413385806140,2,676.3604034007197,0.07
2725,2726,2019-10-11 00:00:00,80898667393819,2,784.4631488036916,0.19
2726,2727,2019-11-03 00:00:00,70246465130992,1,550.074512572287,0.19
2727,2728,2019-09-12 00:00:00,67177885726944,4,450.91519374957073,0.19
2728,2729,2019-10-02 00:00:00,66148275041270,3,430.86922506334685,0.19
2729,2730,2019-10-16 00:00:00,48623349186111,2,461.9489156031922,0.19
2730,2731,2019-09-17 00:00:00,19624429158924,1,173.70415660095378,0.19
2731,2732,2019-09-20 00:00:00,7157110154421,1,646.0961295872199,0.07
2732,2733,2019-10-17 00:00:00,15422688593234,4,833.7217161652196,0.07
2733,2734,2019-09-10 00:00:00,6427415785969,4,394.807150419354,0.19
2734,2735,2019-09-18 00:00:00,42755468592039,1,248.64168700303014,0.19
2735,2736,2019-10-03 00:00:00,62743350416895,2,461.5042794495111,0.07
2736,2737,2019-08-26 00:00:00,46942098281631,2,298.08473091753217,0.19
2737,2738,2019-09-06 00:00:00,17290469092080,4,182.22408758928742,0.19
2738,2739,2019-08-25 00:00:00,14413385806140,4,230.57729553478728,0.07
2739,2740,2019-10-04 00:00:00,60036989410996,1,248.86887809285565,0.19
2740,2741,2019-10-28 00:00:00,95532560374247,1,339.4876573706741,0.07
2741,2742,2019-11-03 00:00:00,87202651546898,4,306.2774010671757,0.19
